___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  12  79 -157.00   67.00        0.1635
  13  79 -155.00   67.00        0.1635
  14  79 -153.00   67.00        0.0632
  15  79 -151.00   67.00       -0.0371
  16  79 -149.00   67.00       -0.0371
  17  79 -147.00   67.00       -0.0371
  18  79 -145.00   67.00       -0.0371
  19  79 -143.00   67.00       -0.1641
  20  79 -141.00   67.00       -0.1641
  21  79 -139.00   67.00       -0.1641
  22  79 -137.00   67.00       -0.1641
  23  79 -135.00   67.00       -0.2733
  24  79 -133.00   67.00       -0.3824
  25  79 -131.00   67.00       -0.3824
  26  79 -129.00   67.00       -0.3824
  27  79 -127.00   67.00       -0.3824
  28  79 -125.00   67.00       -0.6538
  29  79 -123.00   67.00       -0.6538
  30  79 -121.00   67.00       -0.6538
  31  79 -119.00   67.00       -0.6538
  32  79 -117.00   67.00       -0.7875
  33  79 -115.00   67.00       -0.9212
  34  79 -113.00   67.00       -0.9212
  35  79 -111.00   67.00       -0.9212
  36  79 -109.00   67.00       -0.9212
  37  79 -107.00   67.00       -0.7898
  38  79 -105.00   67.00       -0.7898
  39  79 -103.00   67.00       -0.7898
  40  79 -101.00   67.00       -0.7898
  41  79  -99.00   67.00       -0.6520
  42  79  -97.00   67.00       -0.5143
  43  79  -95.00   67.00       -0.5143
  44  79  -93.00   67.00       -0.5143
  45  79  -91.00   67.00       -0.5143
  46  79  -89.00   67.00       -0.2752
  47  79  -87.00   67.00       -0.2752
  48  79  -85.00   67.00       -0.2752
  49  79  -83.00   67.00       -0.2752
  50  79  -81.00   67.00       -0.0908
  51  79  -79.00   67.00        0.0937
  52  79  -77.00   67.00        0.0937
  53  79  -75.00   67.00        0.0937
  54  79  -73.00   67.00        0.0937
  55  79  -71.00   67.00        0.7475
  56  79  -69.00   67.00        0.7475
  57  79  -67.00   67.00        0.7475
  58  79  -65.00   67.00        0.7475
  59  79  -63.00   67.00        1.0037
  60  79  -61.00   67.00        1.2598
  61  79  -59.00   67.00        1.2598
  62  79  -57.00   67.00        1.2598
  63  79  -55.00   67.00        1.2598
  64  79  -53.00   67.00        1.3331
  65  79  -51.00   67.00        1.3331
  66  79  -49.00   67.00        1.3331
  67  79  -47.00   67.00        1.3331
  68  79  -45.00   67.00        0.5839
  69  79  -43.00   67.00       -0.1653
  70  79  -41.00   67.00       -0.1653
  71  79  -39.00   67.00       -0.1653
  72  79  -37.00   67.00       -0.1653
  73  79  -35.00   67.00       -1.0156
  74  79  -33.00   67.00       -1.0156
  75  79  -31.00   67.00       -1.0156
  76  79  -29.00   67.00       -1.0156
  77  79  -27.00   67.00       -1.1748
  78  79  -25.00   67.00       -1.3339
  79  79  -23.00   67.00       -1.3339
  80  79  -21.00   67.00       -1.3339
  81  79  -19.00   67.00       -1.3339
  82  79  -17.00   67.00       -0.0070
  83  79  -15.00   67.00       -0.0070
  84  79  -13.00   67.00       -0.0070
  85  79  -11.00   67.00       -0.0070
  86  79   -9.00   67.00        0.5170
  87  79   -7.00   67.00        1.0411
  88  79   -5.00   67.00        1.0411
  89  79   -3.00   67.00        1.0411
  90  79   -1.00   67.00        1.0411
  91  79    1.00   67.00        1.2856
  92  79    3.00   67.00        1.2856
  93  79    5.00   67.00        1.2856
  94  79    7.00   67.00        1.2856
  95  79    9.00   67.00       -0.1963
  96  79   11.00   67.00       -1.6783
  97  79   13.00   67.00       -1.6783
  98  79   15.00   67.00       -1.6783
  99  79   17.00   67.00       -1.6783
 100  79   19.00   67.00       -1.9860
 101  79   21.00   67.00       -1.9860
 102  79   23.00   67.00       -1.9860
 103  79   25.00   67.00       -1.9860
 104  79   27.00   67.00       -2.0009
 105  79   29.00   67.00       -2.0158
 106  79   31.00   67.00       -2.0158
 107  79   33.00   67.00       -2.0158
 108  79   35.00   67.00       -2.0158
 109  79   37.00   67.00       -1.9280
 110  79   39.00   67.00       -1.9280
 111  79   41.00   67.00       -1.9280
 112  79   43.00   67.00       -1.9280
 113  79   45.00   67.00       -1.9472
 114  79   47.00   67.00       -1.9665
 115  79   49.00   67.00       -1.9665
 116  79   51.00   67.00       -1.9665
 117  79   53.00   67.00       -1.9665
 118  79   55.00   67.00       -2.4519
 119  79   57.00   67.00       -2.4519
 120  79   59.00   67.00       -2.4519
 121  79   61.00   67.00       -2.4519
 122  79   63.00   67.00       -2.3228
 123  79   65.00   67.00       -2.1937
 124  79   67.00   67.00       -2.1937
 125  79   69.00   67.00       -2.1937
 126  79   71.00   67.00       -2.1937
 127  79   73.00   67.00       -1.0063
 128  79   75.00   67.00       -1.0063
 129  79   77.00   67.00       -1.0063
 130  79   79.00   67.00       -1.0063
 131  79   81.00   67.00       -0.2267
 132  79   83.00   67.00        0.5530
 133  79   85.00   67.00        0.5530
 134  79   87.00   67.00        0.5530
 135  79   89.00   67.00        0.5530
 136  79   91.00   67.00        2.0714
 137  79   93.00   67.00        2.0714
 138  79   95.00   67.00        2.0714
 139  79   97.00   67.00        2.0714
 140  79   99.00   67.00        2.5114
 141  79  101.00   67.00        2.9513
 142  79  103.00   67.00        2.9513
 143  79  105.00   67.00        2.9513
 144  79  107.00   67.00        2.9513
 145  79  109.00   67.00        3.1328
 146  79  111.00   67.00        3.1328
 147  79  113.00   67.00        3.1328
 148  79  115.00   67.00        3.1328
 149  79  117.00   67.00        3.0735
 150  79  119.00   67.00        3.0142
 151  79  121.00   67.00        3.0142
 152  79  123.00   67.00        3.0142
 153  79  125.00   67.00        3.0142
 154  79  127.00   67.00        2.9324
 155  79  129.00   67.00        2.9324
 156  79  131.00   67.00        2.9324
 157  79  133.00   67.00        2.9324
 158  79  135.00   67.00        2.8211
 159  79  137.00   67.00        2.7097
 160  79  139.00   67.00        2.7097
 161  79  141.00   67.00        2.7097
 162  79  143.00   67.00        2.7097
 163  79  145.00   67.00        2.3662
 164  79  147.00   67.00        2.3662
 165  79  149.00   67.00        2.3662
 166  79  151.00   67.00        2.3662
 167  79  153.00   67.00        2.4133
 168  79  155.00   67.00        2.4605
 169  79  157.00   67.00        2.4605
 170  79  159.00   67.00        2.4605
 171  79  161.00   67.00        2.4605
 172  79  163.00   67.00        2.8324
 173  79  165.00   67.00        2.8324
 174  79  167.00   67.00        2.8324
 175  79  169.00   67.00        2.8324
 176  79  171.00   67.00        2.7301
 177  79  173.00   67.00        2.6278
 178  79  175.00   67.00        2.6278
 179  79  177.00   67.00        2.6278
 180  79  179.00   67.00        2.6278
   1  80 -179.00   69.00        1.5253
   2  80 -177.00   69.00        1.5253
   3  80 -175.00   69.00        1.5253
   4  80 -173.00   69.00        1.5253
   5  80 -171.00   69.00        1.0793
   6  80 -169.00   69.00        0.6333
   7  80 -167.00   69.00        0.6333
   8  80 -165.00   69.00        0.6333
   9  80 -163.00   69.00        0.6333
  10  80 -161.00   69.00        0.2094
  11  80 -159.00   69.00        0.2094
  12  80 -157.00   69.00        0.2094
  13  80 -155.00   69.00        0.2094
  14  80 -153.00   69.00        0.0757
  15  80 -151.00   69.00       -0.0581
  16  80 -149.00   69.00       -0.0581
  17  80 -147.00   69.00       -0.0581
  18  80 -145.00   69.00       -0.0581
  19  80 -143.00   69.00       -0.2914
  20  80 -141.00   69.00       -0.2914
  21  80 -139.00   69.00       -0.2914
  22  80 -137.00   69.00       -0.2914
  23  80 -135.00   69.00       -0.4318
  24  80 -133.00   69.00       -0.5721
  25  80 -131.00   69.00       -0.5721
  26  80 -129.00   69.00       -0.5721
  27  80 -127.00   69.00       -0.5721
  28  80 -125.00   69.00       -0.9937
  29  80 -123.00   69.00       -0.9937
  30  80 -121.00   69.00       -0.9937
  31  80 -119.00   69.00       -0.9937
  32  80 -117.00   69.00       -1.1374
  33  80 -115.00   69.00       -1.2811
  34  80 -113.00   69.00       -1.2811
  35  80 -111.00   69.00       -1.2811
  36  80 -109.00   69.00       -1.2811
  37  80 -107.00   69.00       -1.2238
  38  80 -105.00   69.00       -1.2238
  39  80 -103.00   69.00       -1.2238
  40  80 -101.00   69.00       -1.2238
  41  80  -99.00   69.00       -1.0685
  42  80  -97.00   69.00       -0.9131
  43  80  -95.00   69.00       -0.9131
  44  80  -93.00   69.00       -0.9131
  45  80  -91.00   69.00       -0.9131
  46  80  -89.00   69.00       -0.5945
  47  80  -87.00   69.00       -0.5945
  48  80  -85.00   69.00       -0.5945
  49  80  -83.00   69.00       -0.5945
  50  80  -81.00   69.00       -0.4091
  51  80  -79.00   69.00       -0.2238
  52  80  -77.00   69.00       -0.2238
  53  80  -75.00   69.00       -0.2238
  54  80  -73.00   69.00       -0.2238
  55  80  -71.00   69.00        0.4326
  56  80  -69.00   69.00        0.4326
  57  80  -67.00   69.00        0.4326
  58  80  -65.00   69.00        0.4326
  59  80  -63.00   69.00        0.7778
  60  80  -61.00   69.00        1.1229
  61  80  -59.00   69.00        1.1229
  62  80  -57.00   69.00        1.1229
  63  80  -55.00   69.00        1.1229
  64  80  -53.00   69.00        1.2905
  65  80  -51.00   69.00        1.2905
  66  80  -49.00   69.00        1.2905
  67  80  -47.00   69.00        1.2905
  68  80  -45.00   69.00        0.6158
  69  80  -43.00   69.00       -0.0590
  70  80  -41.00   69.00       -0.0590
  71  80  -39.00   69.00       -0.0590
  72  80  -37.00   69.00       -0.0590
  73  80  -35.00   69.00       -0.9081
  74  80  -33.00   69.00       -0.9081
  75  80  -31.00   69.00       -0.9081
  76  80  -29.00   69.00       -0.9081
  77  80  -27.00   69.00       -1.1768
  78  80  -25.00   69.00       -1.4454
  79  80  -23.00   69.00       -1.4454
  80  80  -21.00   69.00       -1.4454
  81  80  -19.00   69.00       -1.4454
  82  80  -17.00   69.00        0.7414
  83  80  -15.00   69.00        0.7414
  84  80  -13.00   69.00        0.7414
  85  80  -11.00   69.00        0.7414
  86  80   -9.00   69.00        0.9355
  87  80   -7.00   69.00        1.1295
  88  80   -5.00   69.00        1.1295
  89  80   -3.00   69.00        1.1295
  90  80   -1.00   69.00        1.1295
  91  80    1.00   69.00        1.2773
  92  80    3.00   69.00        1.2773
  93  80    5.00   69.00        1.2773
  94  80    7.00   69.00        1.2773
  95  80    9.00   69.00       -0.1733
  96  80   11.00   69.00       -1.6239
  97  80   13.00   69.00       -1.6239
  98  80   15.00   69.00       -1.6239
  99  80   17.00   69.00       -1.6239
 100  80   19.00   69.00       -1.8546
 101  80   21.00   69.00       -1.8546
 102  80   23.00   69.00       -1.8546
 103  80   25.00   69.00       -1.8546
 104  80   27.00   69.00       -1.8681
 105  80   29.00   69.00       -1.8815
 106  80   31.00   69.00       -1.8815
 107  80   33.00   69.00       -1.8815
 108  80   35.00   69.00       -1.8815
 109  80   37.00   69.00       -1.8290
 110  80   39.00   69.00       -1.8290
 111  80   41.00   69.00       -1.8290
 112  80   43.00   69.00       -1.8290
 113  80   45.00   69.00       -1.9867
 114  80   47.00   69.00       -2.1445
 115  80   49.00   69.00       -2.1445
 116  80   51.00   69.00       -2.1445
 117  80   53.00   69.00       -2.1445
 118  80   55.00   69.00       -2.7755
 119  80   57.00   69.00       -2.7755
 120  80   59.00   69.00       -2.7755
 121  80   61.00   69.00       -2.7755
 122  80   63.00   69.00       -2.5396
 123  80   65.00   69.00       -2.3037
 124  80   67.00   69.00       -2.3037
 125  80   69.00   69.00       -2.3037
 126  80   71.00   69.00       -2.3037
 127  80   73.00   69.00       -1.0620
 128  80   75.00   69.00       -1.0620
 129  80   77.00   69.00       -1.0620
 130  80   79.00   69.00       -1.0620
 131  80   81.00   69.00       -0.2880
 132  80   83.00   69.00        0.4861
 133  80   85.00   69.00        0.4861
 134  80   87.00   69.00        0.4861
 135  80   89.00   69.00        0.4861
 136  80   91.00   69.00        1.8736
 137  80   93.00   69.00        1.8736
 138  80   95.00   69.00        1.8736
 139  80   97.00   69.00        1.8736
 140  80   99.00   69.00        2.2207
 141  80  101.00   69.00        2.5678
 142  80  103.00   69.00        2.5678
 143  80  105.00   69.00        2.5678
 144  80  107.00   69.00        2.5678
 145  80  109.00   69.00        2.6210
 146  80  111.00   69.00        2.6210
 147  80  113.00   69.00        2.6210
 148  80  115.00   69.00        2.6210
 149  80  117.00   69.00        2.5486
 150  80  119.00   69.00        2.4762
 151  80  121.00   69.00        2.4762
 152  80  123.00   69.00        2.4762
 153  80  125.00   69.00        2.4762
 154  80  127.00   69.00        2.3819
 155  80  129.00   69.00        2.3819
 156  80  131.00   69.00        2.3819
 157  80  133.00   69.00        2.3819
 158  80  135.00   69.00        2.2872
 159  80  137.00   69.00        2.1925
 160  80  139.00   69.00        2.1925
 161  80  141.00   69.00        2.1925
 162  80  143.00   69.00        2.1925
 163  80  145.00   69.00        1.8996
 164  80  147.00   69.00        1.8996
 165  80  149.00   69.00        1.8996
 166  80  151.00   69.00        1.8996
 167  80  153.00   69.00        2.0157
 168  80  155.00   69.00        2.1319
 169  80  157.00   69.00        2.1319
 170  80  159.00   69.00        2.1319
 171  80  161.00   69.00        2.1319
 172  80  163.00   69.00        2.6472
 173  80  165.00   69.00        2.6472
 174  80  167.00   69.00        2.6472
 175  80  169.00   69.00        2.6472
 176  80  171.00   69.00        2.6162
 177  80  173.00   69.00        2.5852
 178  80  175.00   69.00        2.5852
 179  80  177.00   69.00        2.5852
 180  80  179.00   69.00        2.5852
   1  81 -179.00   71.00        1.6712
   2  81 -177.00   71.00        1.6712
   3  81 -175.00   71.00        1.6712
   4  81 -173.00   71.00        1.6712
   5  81 -171.00   71.00        1.2427
   6  81 -169.00   71.00        0.8143
   7  81 -167.00   71.00        0.8143
   8  81 -165.00   71.00        0.8143
   9  81 -163.00   71.00        0.8143
  10  81 -161.00   71.00        0.2959
  11  81 -159.00   71.00        0.2959
  12  81 -157.00   71.00        0.2959
  13  81 -155.00   71.00        0.2959
  14  81 -153.00   71.00        0.1038
  15  81 -151.00   71.00       -0.0883
  16  81 -149.00   71.00       -0.0883
  17  81 -147.00   71.00       -0.0883
  18  81 -145.00   71.00       -0.0883
  19  81 -143.00   71.00       -0.4153
  20  81 -141.00   71.00       -0.4153
  21  81 -139.00   71.00       -0.4153
  22  81 -137.00   71.00       -0.4153
  23  81 -135.00   71.00       -0.6236
  24  81 -133.00   71.00       -0.8319
  25  81 -131.00   71.00       -0.8319
  26  81 -129.00   71.00       -0.8319
  27  81 -127.00   71.00       -0.8319
  28  81 -125.00   71.00       -1.4547
  29  81 -123.00   71.00       -1.4547
  30  81 -121.00   71.00       -1.4547
  31  81 -119.00   71.00       -1.4547
  32  81 -117.00   71.00       -1.5749
  33  81 -115.00   71.00       -1.6951
  34  81 -113.00   71.00       -1.6951
  35  81 -111.00   71.00       -1.6951
  36  81 -109.00   71.00       -1.6951
  37  81 -107.00   71.00       -1.5748
  38  81 -105.00   71.00       -1.5748
  39  81 -103.00   71.00       -1.5748
  40  81 -101.00   71.00       -1.5748
  41  81  -99.00   71.00       -1.4006
  42  81  -97.00   71.00       -1.2265
  43  81  -95.00   71.00       -1.2265
  44  81  -93.00   71.00       -1.2265
  45  81  -91.00   71.00       -1.2265
  46  81  -89.00   71.00       -0.7245
  47  81  -87.00   71.00       -0.7245
  48  81  -85.00   71.00       -0.7245
  49  81  -83.00   71.00       -0.7245
  50  81  -81.00   71.00       -0.5290
  51  81  -79.00   71.00       -0.3336
  52  81  -77.00   71.00       -0.3336
  53  81  -75.00   71.00       -0.3336
  54  81  -73.00   71.00       -0.3336
  55  81  -71.00   71.00        0.2842
  56  81  -69.00   71.00        0.2842
  57  81  -67.00   71.00        0.2842
  58  81  -65.00   71.00        0.2842
  59  81  -63.00   71.00        0.6575
  60  81  -61.00   71.00        1.0308
  61  81  -59.00   71.00        1.0308
